global_step,train_loss
1,0.7337674498558044
2,0.7572804689407349
3,0.7100768089294434
4,0.7301663756370544
5,0.7285639047622681
6,0.726334810256958
7,0.7148627042770386
8,0.7245069742202759
9,0.7223559021949768
10,0.6795973777770996
11,0.685043454170227
12,0.7235077023506165
13,0.6939148306846619
14,0.7277462482452393
15,0.7211409211158752
16,0.7227957844734192
17,0.7207751870155334
18,0.7132328748703003
19,0.6956107020378113
20,0.7161803841590881
21,0.7317287921905518
22,0.6945528388023376
23,0.7086642384529114
24,0.6959435939788818
25,0.717241108417511
26,0.7371665239334106
27,0.7282460927963257
28,0.7209970355033875
29,0.7027033567428589
30,0.7304468750953674
31,0.7135612368583679
32,0.7021157145500183
33,0.6928680539131165
34,0.7011854648590088
35,0.711296796798706
36,0.7101605534553528
37,0.7177896499633789
38,0.6960455179214478
39,0.6991618275642395
40,0.7075743675231934
41,0.6818962693214417
42,0.6937016844749451
43,0.7012122869491577
44,0.6893208622932434
45,0.6849462389945984
46,0.6926754713058472
47,0.6988630890846252
48,0.707694411277771
49,0.6911734342575073
50,0.691408634185791
51,0.6926444172859192
52,0.6981452107429504
53,0.6942002773284912
54,0.6805633902549744
55,0.6774486899375916
56,0.7187451720237732
57,0.6615044474601746
58,0.6848723292350769
59,0.6840507388114929
60,0.6607919335365295
61,0.6921447515487671
62,0.713751494884491
63,0.658323347568512
64,0.6982085704803467
65,0.6557146310806274
66,0.6432908177375793
67,0.6601771712303162
68,0.6582216024398804
69,0.6528434157371521
70,0.656777024269104
71,0.671363353729248
72,0.6540926694869995
73,0.6943651437759399
74,0.6583179235458374
75,0.6385987997055054
76,0.656205415725708
77,0.6369991898536682
78,0.6550854444503784
79,0.6373786330223083
80,0.6650457978248596
81,0.6905494928359985
82,0.6488586664199829
83,0.6123985052108765
84,0.6812057495117188
85,0.6437526941299438
86,0.6766647100448608
87,0.6893919110298157
88,0.6582897305488586
89,0.7198770046234131
90,0.6294028162956238
91,0.6067838668823242
92,0.6027026772499084
93,0.5675045251846313
94,0.6567131876945496
95,0.652904748916626
96,0.5998486280441284
97,0.7212576866149902
98,0.573515772819519
99,0.7214569449424744
100,0.6653633117675781
101,0.6468765735626221
102,0.7125253677368164
103,0.6603933572769165
104,0.701941967010498
105,0.5873212814331055
106,0.5988897681236267
107,0.6375860571861267
108,0.5792166590690613
109,0.6426853537559509
110,0.6039593815803528
111,0.785263180732727
112,0.5192845463752747
113,0.6455901265144348
114,0.5813535451889038
115,0.6525264978408813
116,0.6084032654762268
117,0.7031989693641663
118,0.6322879195213318
119,0.6864064931869507
120,0.6555935144424438
121,0.4936697781085968
122,0.59419184923172
123,0.6720372438430786
124,0.6882215738296509
125,0.5233100652694702
126,0.6348013877868652
127,0.6815551519393921
128,0.5808846950531006
129,0.6749581098556519
130,0.5863684415817261
131,0.5854659676551819
132,0.6224679946899414
133,0.648200511932373
134,0.5910806655883789
135,0.5813832879066467
136,0.5577539205551147
137,0.5523313879966736
138,0.6189231276512146
139,0.6645797491073608
140,0.6225881576538086
141,0.6141842603683472
142,0.725537896156311
143,0.7213032841682434
144,0.5865150690078735
145,0.6641495823860168
146,0.5770871639251709
147,0.794727087020874
148,0.6945524215698242
149,0.69100421667099
150,0.5141175389289856
151,0.49611514806747437
152,0.4414430558681488
153,0.4937901794910431
154,0.6657940149307251
155,0.5695803761482239
156,0.5797269344329834
157,0.5315717458724976
158,0.6229680776596069
159,0.6171994805335999
160,0.7200113534927368
161,0.6162778735160828
162,0.42117106914520264
163,0.47488483786582947
164,0.5844091176986694
165,0.5136939883232117
166,0.7732129693031311
167,0.4175986051559448
168,0.6017752289772034
169,0.7248420119285583
170,0.6640933752059937
171,0.5267932415008545
172,0.6091731786727905
173,0.6274314522743225
174,0.6199315190315247
175,0.6261826753616333
176,0.6037605404853821
177,0.480886846780777
178,0.6871035695075989
179,0.6868849992752075
180,0.4588550627231598
181,0.6260655522346497
182,0.45792973041534424
183,0.693432629108429
184,0.6353924870491028
185,0.6258090734481812
186,0.7456628084182739
187,0.7343351244926453
188,0.6746602654457092
189,0.454228937625885
190,0.5585063695907593
191,0.5017428994178772
192,0.8013419508934021
193,0.555794894695282
194,0.6331820487976074
195,0.6139269471168518
196,0.6211559176445007
197,0.6753601431846619
198,0.6261574029922485
199,0.39981675148010254
200,0.6162664294242859
201,0.6088700294494629
202,0.6773712635040283
203,0.6625991463661194
204,0.6170247793197632
205,0.6564677953720093
206,0.5969246029853821
207,0.5603172779083252
208,0.6216675639152527
209,0.7254663109779358
210,0.6156607866287231
211,0.5058732032775879
212,0.7119318246841431
213,0.5657443404197693
214,0.5086016058921814
215,0.6200734972953796
216,0.6645239591598511
217,0.5442434549331665
218,0.5105054974555969
219,0.6796861290931702
220,0.6618227362632751
221,0.5692450404167175
222,0.6201817393302917
223,0.7073739767074585
224,0.5597477555274963
225,0.5224747061729431
226,0.6714188456535339
227,0.4542815089225769
228,0.4628719091415405
229,0.6290846467018127
230,0.4951350688934326
231,0.6765163540840149
232,0.61866295337677
233,0.6768154501914978
234,0.6317300796508789
235,0.6645222306251526
236,0.6200172901153564
237,0.6069920659065247
238,0.5099127292633057
239,0.67616868019104
240,0.660514235496521
241,0.5579892992973328
242,0.6836654543876648
243,0.4568027853965759
244,0.6113305687904358
245,0.5051158666610718
246,0.5663744807243347
247,0.6163517236709595
248,0.5084895491600037
249,0.5655423402786255
250,0.7164655923843384
251,0.5640684366226196
252,0.6713387370109558
253,0.5538278818130493
254,0.6804536581039429
255,0.7856606841087341
256,0.6240799427032471
257,0.6253848075866699
258,0.6753672957420349
259,0.5757787227630615
260,0.4629918336868286
261,0.5691852569580078
262,0.6234725117683411
263,0.6670021414756775
264,0.6166493892669678
265,0.7687077522277832
266,0.5680477023124695
267,0.45022547245025635
268,0.6235613822937012
269,0.606793999671936
270,0.5147985816001892
271,0.6555891633033752
272,0.7174788117408752
273,0.7160024046897888
274,0.6185136437416077
275,0.5181169509887695
276,0.4555143713951111
277,0.8135541081428528
278,0.5668054819107056
279,0.511233925819397
280,0.710665225982666
281,0.7125667333602905
282,0.5532827377319336
283,0.5661402940750122
284,0.6162910461425781
285,0.6998965740203857
286,0.5070852041244507
287,0.5793619155883789
288,0.4731194078922272
289,0.5642343759536743
290,0.6363284587860107
291,0.5197747945785522
292,0.5958715081214905
293,0.5693569779396057
294,0.7701048851013184
295,0.6119574904441833
296,0.4499509036540985
297,0.5974074006080627
298,0.5960851311683655
299,0.7679546475410461
300,0.6194760799407959
301,0.6712871789932251
302,0.44813984632492065
303,0.5717045664787292
304,0.6117382645606995
305,0.6151317954063416
306,0.5523741245269775
307,0.7205324769020081
308,0.6277211904525757
309,0.403923898935318
310,0.5508505702018738
311,0.45902472734451294
312,0.6076533198356628
313,0.5546769499778748
314,0.6664366722106934
315,0.5426238179206848
316,0.6598271131515503
317,0.6674503087997437
318,0.6480870842933655
319,0.5659803152084351
320,0.6697342991828918
321,0.69669109582901
322,0.3763275742530823
323,0.5576767921447754
324,0.4489341378211975
325,0.5429960489273071
326,0.5690448880195618
327,0.6044222712516785
328,0.4492008686065674
329,0.4037680923938751
330,0.6873971223831177
331,0.6635887622833252
332,0.6807568073272705
333,0.46650034189224243
334,0.7836834788322449
335,0.47932109236717224
336,0.4183897376060486
337,0.6446141600608826
338,0.611948549747467
339,0.4742756187915802
340,0.710567831993103
341,0.6169095635414124
342,0.49588802456855774
343,0.672680139541626
344,0.5032561421394348
345,0.6004295349121094
346,0.7410972714424133
347,0.5161532163619995
348,0.4182468056678772
349,0.4343341588973999
350,0.7148926854133606
351,0.5769175887107849
352,0.6135872006416321
353,0.5608077645301819
354,0.49646714329719543
355,0.6365212202072144
356,0.5956061482429504
357,0.6468846797943115
358,0.5250911116600037
359,0.6185353994369507
360,0.6490728855133057
361,0.5372357368469238
362,0.43312814831733704
363,0.4222765564918518
364,0.501717746257782
365,0.5669341087341309
366,0.6710085868835449
367,0.4992254674434662
368,0.5326707363128662
369,0.49077674746513367
370,0.49955999851226807
371,0.5015652179718018
372,0.5144847631454468
373,0.4913839101791382
374,0.5940417051315308
375,0.6041350364685059
376,0.5368058085441589
377,0.46596983075141907
378,0.4734079837799072
379,0.4895249009132385
380,0.5922701954841614
381,0.6742814779281616
382,0.578088104724884
383,0.6547995209693909
384,0.5527019500732422
385,0.6664736270904541
386,0.5670454502105713
387,0.7179582715034485
388,0.49987703561782837
389,0.535676121711731
390,0.4604644775390625
391,0.7061983346939087
392,0.5446518659591675
393,0.4430241584777832
394,0.3469737768173218
395,0.312324583530426
396,0.46821627020835876
397,0.4134925603866577
398,0.6595650315284729
399,0.6138514280319214
400,0.5342136025428772
401,0.5848317742347717
402,0.6057369112968445
403,0.6187999248504639
404,0.4920395314693451
405,0.5087108612060547
406,0.6206215620040894
407,0.6583912372589111
408,0.5123496055603027
