global_step,train_loss
1,0.7236664295196533
2,0.7472551465034485
3,0.7086925506591797
4,0.757602334022522
5,0.7235337495803833
6,0.6920293569564819
7,0.722524881362915
8,0.717462420463562
9,0.7014259099960327
10,0.6815165281295776
11,0.676758885383606
12,0.6914108395576477
13,0.7274071574211121
14,0.7276687622070312
15,0.697221577167511
16,0.7256532311439514
17,0.7225353717803955
18,0.7064166069030762
19,0.7170693278312683
20,0.7346076965332031
21,0.7286397814750671
22,0.7024024724960327
23,0.7301210761070251
24,0.6823078393936157
25,0.7124744057655334
26,0.7292555570602417
27,0.7031741142272949
28,0.7318642139434814
29,0.7297918200492859
30,0.7128455638885498
31,0.6974419951438904
32,0.7002928853034973
33,0.705085039138794
34,0.7011546492576599
35,0.7051547765731812
36,0.700830340385437
37,0.7182801961898804
38,0.6895667314529419
39,0.6863827705383301
40,0.6980441808700562
41,0.6839035749435425
42,0.7053359746932983
43,0.6936746835708618
44,0.6874831914901733
45,0.6962890625
46,0.6899750828742981
47,0.6882175207138062
48,0.724041223526001
49,0.695311427116394
50,0.6887355446815491
51,0.6762017607688904
52,0.6862626075744629
53,0.6988350749015808
54,0.6864523887634277
55,0.6911317110061646
56,0.7120379209518433
57,0.6799338459968567
58,0.6698458194732666
59,0.6900250315666199
60,0.6687637567520142
61,0.6736035346984863
62,0.693350076675415
63,0.6759955286979675
64,0.6807549595832825
65,0.6656942963600159
66,0.6366135478019714
67,0.6181970834732056
68,0.6497001051902771
69,0.6463351845741272
70,0.6577440500259399
71,0.681496262550354
72,0.6343362331390381
73,0.6991632580757141
74,0.6540517807006836
75,0.6371559500694275
76,0.6667377352714539
77,0.6144590973854065
78,0.6327491402626038
79,0.6249251365661621
80,0.6597344279289246
81,0.687547504901886
82,0.6259335279464722
83,0.6045781970024109
84,0.6634871959686279
85,0.6416311264038086
86,0.6666258573532104
87,0.6727866530418396
88,0.6416427493095398
89,0.7217050194740295
90,0.6179052591323853
91,0.5830991268157959
92,0.594628632068634
93,0.5265889763832092
94,0.6618379354476929
95,0.6586455702781677
96,0.5835002064704895
97,0.7274824976921082
98,0.5374913811683655
99,0.720061182975769
100,0.6471677422523499
101,0.6280831694602966
102,0.719289243221283
103,0.6634718775749207
104,0.7149654626846313
105,0.5626131296157837
106,0.5934428572654724
107,0.6282376646995544
108,0.5529674291610718
109,0.6196313500404358
110,0.5921744108200073
111,0.8154894709587097
